ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Cognacy,Loan
1659-149_red-1,1659,149_red,ɛmijala,ɛ m i j a l a,,Greenhilletal2008,,False
1659-14_belly-1,1659,14_belly,na bʷelena,n a # bʷ e l e n a,,Greenhilletal2008,,False
1659-150_yellow-1,1659,150_yellow,ɛ mʷiloloa,ɛ # mʷ i l o l o a,,Greenhilletal2008,,False
1659-151_green-1,1659,151_green,ɛ mamalakesa,ɛ # m a m a l a k e s a,,Greenhilletal2008,,False
1659-152_small-1,1659,152_small,ɛ ŋgiki,ɛ # ŋ g i k i,,Greenhilletal2008,,False
1659-153_big-1,1659,153_big,ɛ lapalapa,ɛ # l a p a l a p a,,Greenhilletal2008,,False
1659-154_short-1,1659,154_short,ɛpuru,ɛ p u r u,,Greenhilletal2008,,False
1659-155_long-1,1659,155_long,ɛ paraʰu,ɛ # p a r a h u,,Greenhilletal2008,,False
1659-156_thin-1,1659,156_thin,ɛ manivenive,ɛ # m a n i v e n i v e,,Greenhilletal2008,,False
1659-157_thick-1,1659,157_thick,ɛ matolu,ɛ # m a t o l u,,Greenhilletal2008,,False
1659-158_narrow-1,1659,158_narrow,na masoʰaⁿgiki,n a # m a s o h a ⁿg i k i,,Greenhilletal2008,,False
1659-159_wide-1,1659,159_wide,ɛ pʷlelea,ɛ # pʷ l e l e a,,Greenhilletal2008,,False
1659-15_bone-1,1659,15_bone,navatuna,n a v a t u n a,,Greenhilletal2008,,False
1659-160_painfulsick-1,1659,160_painfulsick,ɛ pʷitunu,ɛ # pʷ i t u n u,,Greenhilletal2008,,False
1659-161_shyashamed-1,1659,161_shyashamed,ɛ maliɛre,ɛ # m a l i ɛ r e,,Greenhilletal2008,,False
1659-162_old-1,1659,162_old,tea matua,t e a # m a t u a,,Greenhilletal2008,,False
1659-163_new-1,1659,163_new,tea vaʰu,t e a # v a h u,,Greenhilletal2008,,False
1659-164_good-1,1659,164_good,ek pʷia,e k # pʷ i a,,Greenhilletal2008,,False
1659-165_badevil-1,1659,165_badevil,esa,e s a,,Greenhilletal2008,,False
1659-166_correcttrue-1,1659,166_correcttrue,eleana,e l e a n a,,Greenhilletal2008,,False
1659-167_night-1,1659,167_night,namaliŋgo,n a m a l i ŋ g o,,Greenhilletal2008,,False
1659-168_day-1,1659,168_day,aleati,a l e a t i,,Greenhilletal2008,,False
1659-169_year-1,1659,169_year,nataʰu,n a t a h u,,Greenhilletal2008,,False
1659-16_intestines-1,1659,16_intestines,namaritana,n a m a r i t a n a,,Greenhilletal2008,,False
1659-170_when-1,1659,170_when,severaŋgi,s e v e r a ŋ g i,,Greenhilletal2008,,False
1659-171_tohide-1,1659,171_tohide,dahasukinija,d a h a s u k i n i j a,,Greenhilletal2008,,False
1659-172_toclimb-1,1659,172_toclimb,lepaŋgi,l e p a ŋ g i,,Greenhilletal2008,,False
1659-174_ininside-1,1659,174_ininside,naᵐbaluʰuna,n a ⁿb a l u h u n a,,Greenhilletal2008,,False
1659-175_above-1,1659,175_above,na masua,n a # m a s u a,,Greenhilletal2008,,False
1659-176_below-1,1659,176_below,mɛluna,m ɛ l u n a,,Greenhilletal2008,,False
1659-177_this-1,1659,177_this,najwaja,n a j w a j a,,Greenhilletal2008,,False
1659-178_that-1,1659,178_that,naŋgawanauvea,n a ŋ g a w a n a u v e a,,Greenhilletal2008,,False
1659-179_near-1,1659,179_near,malaⁿdiŋgi,m a l a ⁿd i ŋ g i,,Greenhilletal2008,,False
1659-17_liver-1,1659,17_liver,na alikapu,n a # a l i k a p u,,Greenhilletal2008,,False
1659-180_far-1,1659,180_far,uveo,u v e o,,Greenhilletal2008,,False
1659-181_where-1,1659,181_where,esa,e s a,,Greenhilletal2008,,False
1659-182_i-1,1659,182_i,kinaʰu,k i n a h u,,Greenhilletal2008,,False
1659-183_thou-1,1659,183_thou,niŋgo,n i ŋ g o,,Greenhilletal2008,,False
1659-184_heshe-1,1659,184_heshe,vahe,v a h e,,Greenhilletal2008,,False
1659-185_we-1,1659,185_we,niⁿgiⁿda kinami,n i ⁿg i ⁿd a # k i n a m i,,Greenhilletal2008,,False
1659-186_you-1,1659,186_you,niŋgo,n i ŋ g o,,Greenhilletal2008,,False
1659-187_they-1,1659,187_they,na:ra,n aː r a,,Greenhilletal2008,,False
1659-188_what-1,1659,188_what,nasa,n a s a,,Greenhilletal2008,,False
1659-189_who-1,1659,189_who,sɛj,s ɛ j,,Greenhilletal2008,,False
1659-18_breast-1,1659,18_breast,na susuna,n a # s u s u n a,,Greenhilletal2008,,False
1659-190_other-1,1659,190_other,wajmaŋga,w a j m a ŋ g a,,Greenhilletal2008,,False
1659-191_all-1,1659,191_all,mamoᵐpu,m a m o ⁿp u,,Greenhilletal2008,,False
1659-192_and-1,1659,192_and,ŋgo,ŋ g o,,Greenhilletal2008,,False
1659-193_if-1,1659,193_if,waina,w a i n a,,Greenhilletal2008,,False
1659-194_how-1,1659,194_how,iⁿdapalesa,i ⁿd a p a l e s a,,Greenhilletal2008,,False
1659-195_nonot-1,1659,195_nonot,ɛɛ:,ɛː,,Greenhilletal2008,,False
1659-196_tocount-1,1659,196_tocount,kafefe,k a f e f e,,Greenhilletal2008,,False
1659-197_one-1,1659,197_one,sikaj,s i k a j,,Greenhilletal2008,,False
1659-198_two-1,1659,198_two,dua,d u a,,Greenhilletal2008,,False
1659-199_three-1,1659,199_three,do:lu,d oː l u,,Greenhilletal2008,,False
1659-19_shoulder-1,1659,19_shoulder,paʰuna,p a h u n a,,Greenhilletal2008,,False
1659-1_hand-1,1659,1_hand,naruna,n a r u n a,,Greenhilletal2008,,False
1659-200_four-1,1659,200_four,pa:ti,p aː t i,,Greenhilletal2008,,False
1659-201_five-1,1659,201_five,lima,l i m a,,Greenhilletal2008,,False
1659-202_six-1,1659,202_six,la:tesa,l aː t e s a,,Greenhilletal2008,,False
1659-203_seven-1,1659,203_seven,la:rua,l aː r u a,,Greenhilletal2008,,False
1659-204_eight-1,1659,204_eight,lotolu,l o t o l u,,Greenhilletal2008,,False
1659-205_nine-1,1659,205_nine,lovɛti,l o v ɛ t i,,Greenhilletal2008,,False
1659-206_ten-1,1659,206_ten,lualima,l u a l i m a,,Greenhilletal2008,,False
1659-207_twenty-1,1659,207_twenty,rualima dua,r u a l i m a # d u a,,Greenhilletal2008,,False
1659-208_fifty-1,1659,208_fifty,rualima lima,r u a l i m a # l i m a,,Greenhilletal2008,,False
1659-209_onehundred-1,1659,209_onehundred,ponotia sikaj,p o n o t i a # s i k a j,,Greenhilletal2008,,False
1659-20_toknowbeknowledgeable-1,1659,20_toknowbeknowledgeable,na:atajan,n aː a t a j a n,,Greenhilletal2008,,False
1659-210_onethousand-1,1659,210_onethousand,maⁿdavilivil,m a ⁿd a v i l i v i l,,Greenhilletal2008,,False
1659-21_tothink-1,1659,21_tothink,e miⁿdoⁿdoa,e # m i ⁿd o ⁿd o a,,Greenhilletal2008,,False
1659-22_tofear-1,1659,22_tofear,e mataku,e # m a t a k u,,Greenhilletal2008,,False
1659-23_blood-1,1659,23_blood,naⁿdana,n a ⁿd a n a,,Greenhilletal2008,,False
1659-24_head-1,1659,24_head,nabaʰuna,n a b a h u n a,,Greenhilletal2008,,False
1659-25_neck-1,1659,25_neck,nakoⁿdolona,n a k o ⁿd o l o n a,,Greenhilletal2008,,False
1659-26_hair-1,1659,26_hair,na loluna,n a # l o l u n a,,Greenhilletal2008,,False
1659-27_nose-1,1659,27_nose,naŋgosuna,n a ŋ g o s u n a,,Greenhilletal2008,,False
1659-28_tobreathe-1,1659,28_tobreathe,o sokasoa,o # s o k a s o a,,Greenhilletal2008,,False
1659-29_tosniffsmell-1,1659,29_tosniffsmell,e sʊiⁿdoŋgea,e # s ʊ i ⁿd o ŋ g e a,,Greenhilletal2008,,False
1659-2_left-1,1659,2_left,mahu,m a h u,,Greenhilletal2008,,False
1659-30_mouth-1,1659,30_mouth,naⁿgonena,n a ⁿg o n e n a,,Greenhilletal2008,,False
1659-31_tooth-1,1659,31_tooth,na ᵐbatina,n a # ⁿb a t i n a,,Greenhilletal2008,,False
1659-32_tongue-1,1659,32_tongue,na menana,n a # m e n a n a,,Greenhilletal2008,,False
1659-33_tolaugh-1,1659,33_tolaugh,ɛ muru,ɛ # m u r u,,Greenhilletal2008,,False
1659-34_tocry-1,1659,34_tocry,ɛŋgaj,ɛ ŋ g a j,,Greenhilletal2008,,False
1659-35_tovomit-1,1659,35_tovomit,ɛlua,ɛ l u a,,Greenhilletal2008,,False
1659-36_tospit-1,1659,36_tospit,ɛfufuraj,ɛ f u f u r a j,,Greenhilletal2008,,False
1659-37_toeat-1,1659,37_toeat,ɛ ŋginikani,ɛ # ŋ g i n i k a n i,,Greenhilletal2008,,False
1659-38_tochew-1,1659,38_tochew,ɛ ŋgatikati,ɛ # ŋ g a t i k a t i,,Greenhilletal2008,,False
1659-39_tocook-1,1659,39_tocook,ɛmerenavinaŋ,ɛ m e r e n a v i n a ŋ,,Greenhilletal2008,,False
1659-3_right-1,1659,3_right,matua,m a t u a,,Greenhilletal2008,,False
1659-40_todrink-1,1659,40_todrink,ɛ munu,ɛ # m u n u,,Greenhilletal2008,,False
1659-41_tobite-1,1659,41_tobite,ɛ ŋgatia,ɛ # ŋ g a t i a,,Greenhilletal2008,,False
1659-42_tosuck-1,1659,42_tosuck,ɛ somsomia,ɛ # s o m s o m i a,,Greenhilletal2008,,False
1659-43_ear-1,1659,43_ear,na daliŋgana,n a # d a l i ŋ g a n a,,Greenhilletal2008,,False
1659-44_tohear-1,1659,44_tohear,ɛ doŋgoe,ɛ # d o ŋ g o e,,Greenhilletal2008,,False
1659-45_eye-1,1659,45_eye,na matana,n a # m a t a n a,,Greenhilletal2008,,False
1659-46_tosee-1,1659,46_tosee,ɛ punusia,ɛ # p u n u s i a,,Greenhilletal2008,,False
1659-47_toyawn-1,1659,47_toyawn,ɛ momoʷa,ɛ # m o m o ʷ/w a,,Greenhilletal2008,,False
1659-48_tosleep-1,1659,48_tosleep,ɛ maturu,ɛ # m a t u r u,,Greenhilletal2008,,False
1659-49_toliedown-1,1659,49_toliedown,ɛ marije,ɛ # m a r i j e,,Greenhilletal2008,,False
1659-4_legfoot-1,1659,4_legfoot,naluana,n a l u a n a,,Greenhilletal2008,,False
1659-50_todream-1,1659,50_todream,ɛk bʷerea,ɛ k # bʷ e r e a,,Greenhilletal2008,,False
1659-51_tosit-1,1659,51_tosit,ɛ sasake,ɛ # s a s a k e,,Greenhilletal2008,,False
1659-52_tostand-1,1659,52_tostand,ɛ dulueana,ɛ # d u l u e a n a,,Greenhilletal2008,,False
1659-53_personhumanbeing-1,1659,53_personhumanbeing,naatalamoli,n aː t a l a m o l i,,Greenhilletal2008,,False
1659-54_manmale-1,1659,54_manmale,nanoaj,n a n o a j,,Greenhilletal2008,,False
1659-55_womanfemale-1,1659,55_womanfemale,na ŋgoroj,n a # ŋ g o r o j,,Greenhilletal2008,,False
1659-56_child-1,1659,56_child,naka:riki,n a k aː r i k i,,Greenhilletal2008,,False
1659-57_husband-1,1659,57_husband,maariki aninao,m aː r i k i # a n i n a o,,Greenhilletal2008,,False
1659-58_wife-1,1659,58_wife,vitarik aninao,v i t a r i k # a n i n a o,,Greenhilletal2008,,False
1659-59_mother-1,1659,59_mother,tɛ:te,t ɛː t e,,Greenhilletal2008,,False
1659-5_towalk-1,1659,5_towalk,esurata,e s u r a t a,,Greenhilletal2008,,False
1659-60_father-1,1659,60_father,po:po,p oː p o,,Greenhilletal2008,,False
1659-61_house-1,1659,61_house,ɛkopu,ɛ k o p u,,Greenhilletal2008,,False
1659-62_thatchroof-1,1659,62_thatchroof,na:su,n aː s u,,Greenhilletal2008,,False
1659-63_name-1,1659,63_name,naŋgisa,n a ŋ g i s a,,Greenhilletal2008,,False
1659-64_tosay-1,1659,64_tosay,kanoaj,k a n o a j,,Greenhilletal2008,,False
1659-65_rope-1,1659,65_rope,natali,n a t a l i,,Greenhilletal2008,,False
1659-66_totieupfasten-1,1659,66_totieupfasten,sokisokija,s o k i s o k i j a,,Greenhilletal2008,,False
1659-67_tosew-1,1659,67_tosew,koturia,k o t u r i a,,Greenhilletal2008,,False
1659-68_needle-1,1659,68_needle,natik͡pa,n a t i kp a,,Greenhilletal2008,,False
1659-69_tohunt-1,1659,69_tohunt,ŋgolikoli,ŋ g o l i k o l i,,Greenhilletal2008,,False
1659-6_roadpath-1,1659,6_roadpath,naᵐbua,n a ⁿb u a,,Greenhilletal2008,,False
1659-70_toshoot-1,1659,70_toshoot,kasuja,k a s u j a,,Greenhilletal2008,,False
1659-71_tostabpierce-1,1659,71_tostabpierce,kapurja,k a p u r j a,,Greenhilletal2008,,False
1659-72_tohit-1,1659,72_tohit,kaʷatija,k a w a t i j a,,Greenhilletal2008,,False
1659-73_tosteal-1,1659,73_tosteal,pa:nako,p aː n a k o,,Greenhilletal2008,,False
1659-74_tokill-1,1659,74_tokill,pʷa:punuwea,pʷ aː p u n u w e a,,Greenhilletal2008,,False
1659-75_todiebedead-1,1659,75_todiebedead,ɛmate,ɛ m a t e,,Greenhilletal2008,,False
1659-76_tolivebealive-1,1659,76_tolivebealive,ɛmaʰuri,ɛ m a h u r i,,Greenhilletal2008,,False
1659-77_toscratch-1,1659,77_toscratch,ɛ ŋg̥arokaro,ɛ # ŋ g̊ a r o k a r o,,Greenhilletal2008,,False
1659-78_tocuthack-1,1659,78_tocuthack,ɛ ⁿdaja,ɛ # ⁿd a j a,,Greenhilletal2008,,False
1659-79_stickwood-1,1659,79_stickwood,nkahu,n k a h u,,Greenhilletal2008,,False
1659-7_tocome-1,1659,7_tocome,ka umaj,k a # u m a j,,Greenhilletal2008,,False
1659-80_tosplit-1,1659,80_tosplit,dajparajun,d a j p a r a j u n,,Greenhilletal2008,,False
1659-81_sharp-1,1659,81_sharp,ɛ makali,ɛ # m a k a l i,,Greenhilletal2008,,False
1659-82_dullblunt-1,1659,82_dullblunt,ɛ posou,ɛ # p o s o u,,Greenhilletal2008,,False
1659-83_towork-1,1659,83_towork,ɛ ᵐpʷoka,ɛ # ⁿp w o k a,,Greenhilletal2008,,False
1659-84_toplant-1,1659,84_toplant,ɛlolawo,ɛ l o l a w o,,Greenhilletal2008,,False
1659-85_tochoose-1,1659,85_tochoose,ɛ mataⁿdoʰaj,ɛ # m a t a ⁿd o h a j,,Greenhilletal2008,,False
1659-86_togrow-1,1659,86_togrow,ɛ pisolu,ɛ # p i s o l u,,Greenhilletal2008,,False
1659-87_toswell-1,1659,87_toswell,ɛ ⁿdopu,ɛ # ⁿd o p u,,Greenhilletal2008,,False
1659-88_tosqueeze-1,1659,88_tosqueeze,ɛ po:savakiña,ɛ # p oː s a v a k i ɲ a,,Greenhilletal2008,,False
1659-89_tohold-1,1659,89_tohold,ɛ poʷasokia,ɛ # p o ʷ/w a s o k i a,,Greenhilletal2008,,False
1659-8_toturn-1,1659,8_toturn,ka roʰaj,k a # r o h a j,,Greenhilletal2008,,False
1659-90_todig-1,1659,90_todig,ɛ ŋgilija,ɛ # ŋ g i l i j a,,Greenhilletal2008,,False
1659-91_tobuy-1,1659,91_tobuy,ɛ pakotovia,ɛ # p a k o t o v i a,,Greenhilletal2008,,False
1659-92_toopenuncover-1,1659,92_toopenuncover,ɛ savaŋgia,ɛ # s a v a ŋ g i a,,Greenhilletal2008,,False
1659-93_topoundbeat-1,1659,93_topoundbeat,ɛ ⁿdukituki,ɛ # ⁿd u k i t u k i,,Greenhilletal2008,,False
1659-94_tothrow-1,1659,94_tothrow,naⁿtikinija,n a ⁿt i k i n i j a,,Greenhilletal2008,,False
1659-95_tofall-1,1659,95_tofall,ɛ dowo,ɛ # d o w o,,Greenhilletal2008,,False
1659-96_dog-1,1659,96_dog,ko:ria,k oː r i a,,Greenhilletal2008,,False
1659-97_bird-1,1659,97_bird,ma:nu,m aː n u,,Greenhilletal2008,,False
1659-98_egg-1,1659,98_egg,ato:lu,a t oː l u,,Greenhilletal2008,,False
1659-99_feather-1,1659,99_feather,namaʰuna,n a m a h u n a,,Greenhilletal2008,,False
1659-9_toswim-1,1659,9_toswim,ka loloso,k a # l o l o s o,,Greenhilletal2008,,False
229-100_wing-1,229,100_wing,bakakau,b a k a k a u,,Greenhilletal2008,"1,59,88",False
229-101_tofly-1,229,101_tofly,rere,r e r e,,Greenhilletal2008,11,False
229-102_rat-1,229,102_rat,kimoa,k i m o a,,Greenhilletal2008,14,False
229-103_meatflesh-1,229,103_meatflesh,kanofi,k a n o f i,,Greenhilletal2008,14,False
229-104_fatgrease-1,229,104_fatgrease,gako,g a k o,,Greenhilletal2008,14,False
229-105_tail-1,229,105_tail,siku,s i k u,,Greenhilletal2008,13,False
229-106_snake-1,229,106_snake,gata,g a t a,,Greenhilletal2008,12,False
229-107_wormearthworm-1,229,107_wormearthworm,keremutu,k e r e m u t u,,Greenhilletal2008,9,False
229-108_louse-1,229,108_louse,kutu,k u t u,,Greenhilletal2008,1,False
229-109_mosquito-1,229,109_mosquito,namu,n a m u,,Greenhilletal2008,1,False
229-110_spider-1,229,110_spider,ka,k a,,Greenhilletal2008,1,False
229-110_spider-2,229,110_spider,revereve,r e v e r e v e,,Greenhilletal2008,1,False
229-111_fish-1,229,111_fish,ika,i k a,,Greenhilletal2008,1,False
229-112_rotten-1,229,112_rotten,para,p a r a,,Greenhilletal2008,13,False
229-112_rotten-2,229,112_rotten,popo,p o p o,,Greenhilletal2008,14,False
229-113_branch-1,229,113_branch,ra,r a,,Greenhilletal2008,1,False
229-113_branch-2,229,113_branch,i,i,,Greenhilletal2008,1,False
229-114_leaf-1,229,114_leaf,rau,r a u,,Greenhilletal2008,1,False
229-114_leaf-2,229,114_leaf,rau,r a u,,Greenhilletal2008,1,False
229-115_root-1,229,115_root,kai,k a i,,Greenhilletal2008,2,False
229-116_flower-1,229,116_flower,see,s eː,,Greenhilletal2008,9,False
229-117_fruit-1,229,117_fruit,fua,f u a,,Greenhilletal2008,1,False
229-118_grass-1,229,118_grass,mauku,m a u k u,,Greenhilletal2008,58,False
229-119_earthsoil-1,229,119_earthsoil,kere,k e r e,,Greenhilletal2008,10,False
229-11_dust-1,229,11_dust,refu,r e f u,,Greenhilletal2008,"1, 68",False
229-120_stone-1,229,120_stone,maka,m a k a,,Greenhilletal2008,4,False
229-121_sand-1,229,121_sand,one,o n e,,Greenhilletal2008,1,False
229-122_water-1,229,122_water,vai,v a i,,Greenhilletal2008,2,False
229-123_toflow-1,229,123_toflow,sa,s a,,Greenhilletal2008,24,False
229-123_toflow-2,229,123_toflow,sari,s a r i,,Greenhilletal2008,24,False
229-124_sea-1,229,124_sea,moana,m o a n a,,Greenhilletal2008,10,False
229-124_sea-2,229,124_sea,tai,t a i,,Greenhilletal2008,1,False
229-126_lake-1,229,126_lake,namo,n a m o,,Greenhilletal2008,7,False
229-127_woodsforest-1,229,127_woodsforest,vao,v a o,,Greenhilletal2008,14,False
229-128_sky-1,229,128_sky,ragi,r a g i,,Greenhilletal2008,1,False
229-129_moon-1,229,129_moon,maasina,m aː s i n a,,Greenhilletal2008,"37, 5",False
229-12_skin-1,229,12_skin,kiri,k i r i,,Greenhilletal2008,1,False
229-133_rain-1,229,133_rain,ua,u a,,Greenhilletal2008,1,False
229-134_thunder-1,229,134_thunder,fatitiri,f a t i t i r i,,Greenhilletal2008,14,False
229-135_lightning-1,229,135_lightning,uvira,u v i r a,,Greenhilletal2008,2,False
229-136_wind-1,229,136_wind,matagi,m a t a g i,,Greenhilletal2008,"1,66",False
229-136_wind-2,229,136_wind,sau,s a u,,Greenhilletal2008,10,False
229-136_wind-3,229,136_wind,ririki,r i r i k i,,Greenhilletal2008,10,False
229-137_toblow-1,229,137_toblow,re,r e,,Greenhilletal2008,8,False
229-137_toblow-2,229,137_toblow,matangi,m a t a n g i,,Greenhilletal2008,8,False
229-137_toblow-3,229,137_toblow,e engiangi,e # e n g i a n g i,,Greenhilletal2008,8,False
229-138_warm-1,229,138_warm,maafana,m aː f a n a,,Greenhilletal2008,"1, 72",False
229-138_warm-2,229,138_warm,mmaafana,mː aː f a n a,,Greenhilletal2008,"1, 72",False
229-139_cold-1,229,139_cold,makalili,m a k a l i l i,,Greenhilletal2008,"1,52",False
229-140_dry-1,229,140_dry,maroo,m a r oː,,Greenhilletal2008,13,False
229-141_wet-1,229,141_wet,su,s u,,Greenhilletal2008,11,False
229-141_wet-2,229,141_wet,suu,s uː,,Greenhilletal2008,11,False
229-142_heavy-1,229,142_heavy,mamafa,m a m a f a,,Greenhilletal2008,46,False
229-143_fire-1,229,143_fire,afi,a f i,,Greenhilletal2008,1,False
229-144_toburn-1,229,144_toburn,tuugia,t uː g i a,,Greenhilletal2008,"1,7",False
229-144_toburn-2,229,144_toburn,tuutuu,t uː t uː,,Greenhilletal2008,"1, 6",False
229-144_toburn-3,229,144_toburn,tututu,t u t u t u,,Greenhilletal2008,"1, 6",False
229-145_smoke-1,229,145_smoke,asu,a s u,,Greenhilletal2008,2,False
229-145_smoke-2,229,145_smoke,afi,a f i,,Greenhilletal2008,2,False
229-146_ashes-1,229,146_ashes,refu,r e f u,,Greenhilletal2008,67,False
229-147_black-1,229,147_black,uri,u r i,,Greenhilletal2008,7,False
229-148_white-1,229,148_white,tea,t e a,,Greenhilletal2008,8,False
229-150_yellow-1,229,150_yellow,fero,f e r o,,Greenhilletal2008,11,False
229-150_yellow-2,229,150_yellow,fero,f e r o,,Greenhilletal2008,11,False
229-152_small-1,229,152_small,tiiti,t iː t i,,Greenhilletal2008,1,False
229-152_small-2,229,152_small,ri,r i,,Greenhilletal2008,66,False
229-152_small-3,229,152_small,riki,r i k i,,Greenhilletal2008,66,False
229-153_big-1,229,153_big,lasi,l a s i,,Greenhilletal2008,12,False
229-156_thin-1,229,156_thin,manifi,m a n i f i,,Greenhilletal2008,1,False
229-156_thin-2,229,156_thin,nifi,n i f i,,Greenhilletal2008,1,False
229-157_thick-1,229,157_thick,matoru,m a t o r u,,Greenhilletal2008,3,False
229-157_thick-2,229,157_thick,toru,t o r u,,Greenhilletal2008,3,False
229-15_bone-1,229,15_bone,sui,s u i,,Greenhilletal2008,52,False
229-160_painfulsick-1,229,160_painfulsick,masaki,m a s a k i,,Greenhilletal2008,1,False
229-161_shyashamed-1,229,161_shyashamed,maa,m aː,,Greenhilletal2008,1,False
229-162_old-1,229,162_old,tuai,t u a i,,Greenhilletal2008,48,False
229-163_new-1,229,163_new,fou,f o u,,Greenhilletal2008,1,False
229-164_good-1,229,164_good,suumarie,s uː m a r i e,,Greenhilletal2008,"16, 141",False
229-165_badevil-1,229,165_badevil,saa,s aː,,Greenhilletal2008,1,True
229-165_badevil-2,229,165_badevil,ti,t i,,Greenhilletal2008,1,True
229-167_night-1,229,167_night,poo,p oː,,Greenhilletal2008,1,False
229-168_day-1,229,168_day,aso,a s o,,Greenhilletal2008,"1, 54",False
229-169_year-1,229,169_year,tau,t a u,,Greenhilletal2008,1,False
229-16_intestines-1,229,16_intestines,gaakau,g aː k a u,,Greenhilletal2008,12,False
229-170_when-1,229,170_when,aafee,aː f eː,,Greenhilletal2008,5,False
229-171_tohide-1,229,171_tohide,mumuni,m u m u n i,,Greenhilletal2008,"1, 67",False
229-172_toclimb-1,229,172_toclimb,kake,k a k e,,Greenhilletal2008,32,False
229-174_ininside-1,229,174_ininside,roto,r o t o,,Greenhilletal2008,5,False
229-175_above-1,229,175_above,ruga,r u g a,,Greenhilletal2008,9,False
229-177_this-1,229,177_this,ni,n i,,Greenhilletal2008,1,False
229-17_liver-1,229,17_liver,ate,a t e,,Greenhilletal2008,1,False
229-180_far-1,229,180_far,mamao,m a m a o,,Greenhilletal2008,13,False
229-181_where-1,229,181_where,fee,f eː,,Greenhilletal2008,"3,35",False
229-182_i-1,229,182_i,kou,k o u,,Greenhilletal2008,"1,21",False
229-183_thou-1,229,183_thou,ke,k e,,Greenhilletal2008,5,False
229-185_we-1,229,185_we,ma,m a,,Greenhilletal2008,2,False
229-185_we-2,229,185_we,tu,t u,,Greenhilletal2008,39,False
229-186_you-1,229,186_you,ke,k e,,Greenhilletal2008,1,False
229-186_you-2,229,186_you,kote,k o t e,,Greenhilletal2008,16,False
229-188_what-1,229,188_what,aa,aː,,Greenhilletal2008,84,False
229-18_breast-1,229,18_breast,mumu,m u m u,,Greenhilletal2008,30,True
229-191_all-1,229,191_all,furi,f u r i,,Greenhilletal2008,14,False
229-191_all-2,229,191_all,katoa,k a t o a,,Greenhilletal2008,13,False
229-191_all-3,229,191_all,ina,i n a,,Greenhilletal2008,13,False
229-192_and-1,229,192_and,ma,m a,,Greenhilletal2008,2,False
229-194_how-1,229,194_how,fefee,f e f eː,,Greenhilletal2008,11,False
229-196_tocount-1,229,196_tocount,taaua,t aː u a,,Greenhilletal2008,8,False
229-197_one-1,229,197_one,tasi,t a s i,,Greenhilletal2008,41,False
229-198_two-1,229,198_two,rua,r u a,,Greenhilletal2008,1,False
229-199_three-1,229,199_three,toru,t o r u,,Greenhilletal2008,1,False
229-1_hand-1,229,1_hand,rima,r i m a,,Greenhilletal2008,"1, 64",False
229-200_four-1,229,200_four,faa,f aː,,Greenhilletal2008,"1,66",False
229-201_five-1,229,201_five,rima,r i m a,,Greenhilletal2008,1,False
229-203_seven-1,229,203_seven,fitu,f i t u,,Greenhilletal2008,1,False
229-204_eight-1,229,204_eight,varu,v a r u,,Greenhilletal2008,3,False
229-205_nine-1,229,205_nine,siva,s i v a,,Greenhilletal2008,5,False
229-206_ten-1,229,206_ten,ŋahuru,ŋ a h u r u,,Greenhilletal2008,"5,32",False
229-206_ten-2,229,206_ten,gafuru,g a f u r u,,Greenhilletal2008,"5,32",False
229-20_toknowbeknowledgeable-1,229,20_toknowbeknowledgeable,iroa,i r o a,,Greenhilletal2008,13,False
229-210_onethousand-1,229,210_onethousand,manu,m a n u,,Greenhilletal2008,2,False
229-21_tothink-1,229,21_tothink,fakaatuatu,f a k aː t u a t u,,Greenhilletal2008,9?,False
229-22_tofear-1,229,22_tofear,mataku,m a t a k u,,Greenhilletal2008,1,False
229-23_blood-1,229,23_blood,toto,t o t o,,Greenhilletal2008,4,False
229-24_head-1,229,24_head,uru,u r u,,Greenhilletal2008,1,False
229-25_neck-1,229,25_neck,ua,u a,,Greenhilletal2008,18,False
229-26_hair-1,229,26_hair,furu,f u r u,,Greenhilletal2008,31,False
229-27_nose-1,229,27_nose,isu,i s u,,Greenhilletal2008,1,False
229-28_tobreathe-1,229,28_tobreathe,maanava,m aː n a v a,,Greenhilletal2008,1,False
229-29_tosniffsmell-1,229,29_tosniffsmell,soŋi,s o ŋ i,,Greenhilletal2008,9,False
229-2_left-1,229,2_left,sema,s e m a,,Greenhilletal2008,11,False
229-30_mouth-1,229,30_mouth,gutu,g u t u,,Greenhilletal2008,2,False
229-31_tooth-1,229,31_tooth,nifo,n i f o,,Greenhilletal2008,1,False
229-32_tongue-1,229,32_tongue,arero,a r e r o,,Greenhilletal2008,15,False
229-33_tolaugh-1,229,33_tolaugh,kata,k a t a,,Greenhilletal2008,7,False
229-34_tocry-1,229,34_tocry,tagi,t a g i,,Greenhilletal2008,1,False
229-35_tovomit-1,229,35_tovomit,rua,r u a,,Greenhilletal2008,"8,31",False
229-35_tovomit-2,229,35_tovomit,kina,k i n a,,Greenhilletal2008,"8,31",False
229-36_tospit-1,229,36_tospit,nu,n u,,Greenhilletal2008,"14,84?",False
229-36_tospit-2,229,36_tospit,si,s i,,Greenhilletal2008,"14,84?",False
229-37_toeat-1,229,37_toeat,keina,k e i n a,,Greenhilletal2008,"1,47",False
229-38_tochew-1,229,38_tochew,gaua,g a u a,,Greenhilletal2008,8,False
229-39_tocook-1,229,39_tocook,tao,t a o,,Greenhilletal2008,10,False
