ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Cognacy,Loan
642-118_grass-1,642,118_grass,velih,v e l i h,,Greenhilletal2008,1,False
642-119_earthsoil-1,642,119_earthsoil,tan,t a n,,Greenhilletal2008,1,False
642-120_stone-1,642,120_stone,vat,v a t,,Greenhilletal2008,1,False
642-121_sand-1,642,121_sand,on,o n,,Greenhilletal2008,1,False
642-122_water-1,642,122_water,sileng,s i l e n g,,Greenhilletal2008,29,False
642-123_toflow-1,642,123_toflow,rop,r o p,,Greenhilletal2008,37,False
642-123_toflow-2,642,123_toflow,sal,s a l,,Greenhilletal2008,38,False
642-124_sea-1,642,124_sea,tah,t a h,,Greenhilletal2008,1,False
642-125_salt-1,642,125_salt,tah,t a h,,Greenhilletal2008,20,False
642-126_lake-1,642,126_lake,nibi,n i b i,,Greenhilletal2008,22,False
642-128_sky-1,642,128_sky,bini,b i n i,,Greenhilletal2008,29,False
642-129_moon-1,642,129_moon,wul,w u l,,Greenhilletal2008,1,False
642-12_skin-1,642,12_skin,kula-,k u l a +,,Greenhilletal2008,10,False
642-12_skin-2,642,12_skin,bwala-,bʷ a l a +,,Greenhilletal2008,23,False
642-130_star-1,642,130_star,wamso,w a m s o,,Greenhilletal2008,13,False
642-132_fog-1,642,132_fog,kakap,k a k a p,,Greenhilletal2008,1,False
642-133_rain-1,642,133_rain,wakis,w a k i s,,Greenhilletal2008,1,False
642-134_thunder-1,642,134_thunder,ruu mere,r uː # m e r e,,Greenhilletal2008,47,False
642-135_lightning-1,642,135_lightning,bili,b i l i,,Greenhilletal2008,"26, 70",False
642-136_wind-1,642,136_wind,lang,l a n g,,Greenhilletal2008,"1, 77",False
642-137_toblow-1,642,137_toblow,riri,r i r i,,Greenhilletal2008,40,False
642-137_toblow-2,642,137_toblow,up,u p,,Greenhilletal2008,"4, 81",False
642-138_warm-1,642,138_warm,mwapmwap,mʷ a p mʷ a p,,Greenhilletal2008,43,False
642-139_cold-1,642,139_cold,ilili,i l i l i,,Greenhilletal2008,,False
642-13_back-1,642,13_back,teku-,t e k u +,,Greenhilletal2008,12,False
642-140_dry-1,642,140_dry,raga,r a g a,,Greenhilletal2008,37,False
642-141_wet-1,642,141_wet,mes,m e s,,Greenhilletal2008,49,False
642-142_heavy-1,642,142_heavy,maras,m a r a s,,Greenhilletal2008,33,False
642-143_fire-1,642,143_fire,kaba,k a b a,,Greenhilletal2008,19,False
642-144_toburn-1,642,144_toburn,vahngi,v a h n g i,,Greenhilletal2008,39,False
642-144_toburn-2,642,144_toburn,visuu,v i s uː,,Greenhilletal2008,47,False
642-145_smoke-1,642,145_smoke,asi-,a s i +,,Greenhilletal2008,2,False
642-146_ashes-1,642,146_ashes,tanap,t a n a p,,Greenhilletal2008,"1, 26",False
642-147_black-1,642,147_black,met,m e t,,Greenhilletal2008,1,False
642-148_white-1,642,148_white,dap,d a p,,Greenhilletal2008,48,False
642-148_white-2,642,148_white,mit,m i t,,Greenhilletal2008,49,False
642-149_red-1,642,149_red,meme,m e m e,,Greenhilletal2008,1,False
642-14_belly-1,642,14_belly,lee|walele-,l eː | w a l e l e +,,Greenhilletal2008,75,False
642-150_yellow-1,642,150_yellow,sesede,s e s e d e,,Greenhilletal2008,47,False
642-151_green-1,642,151_green,mamalkes,m a m a l k e s,,Greenhilletal2008,"8, 43",False
642-152_small-1,642,152_small,wep,w e p,,Greenhilletal2008,45,False
642-153_big-1,642,153_big,kawu,k a w u,,Greenhilletal2008,106,False
642-153_big-2,642,153_big,bwarak,bʷ a r a k,,Greenhilletal2008,50,False
642-154_short-1,642,154_short,buku-,b u k u +,,Greenhilletal2008,3,False
642-154_short-2,642,154_short,ngonsi-,n g o n s i +,,Greenhilletal2008,,False
642-155_long-1,642,155_long,marap,m a r a p,,Greenhilletal2008,18,False
642-156_thin-1,642,156_thin,menipnip,m e n i p n i p,,Greenhilletal2008,1,False
642-157_thick-1,642,157_thick,metiltil,m e t i l t i l,,Greenhilletal2008,3,False
642-15_bone-1,642,15_bone,su-,s u +,,Greenhilletal2008,52,False
642-15_bone-2,642,15_bone,si-,s i +,,Greenhilletal2008,52,False
642-160_painfulsick-1,642,160_painfulsick,ras,r a s,,Greenhilletal2008,34,False
642-161_shyashamed-1,642,161_shyashamed,bus,b u s,,Greenhilletal2008,32,False
642-162_old-1,642,162_old,tabwas,t a bʷ a s,,Greenhilletal2008,57,False
642-163_new-1,642,163_new,rabwa,r a bʷ a,,Greenhilletal2008,9,False
642-164_good-1,642,164_good,kabis,k a b i s,,Greenhilletal2008,48,False
642-165_badevil-1,642,165_badevil,sabek,s a b e k,,Greenhilletal2008,39,False
642-165_badevil-2,642,165_badevil,sabakgol,s a b a k g o l,,Greenhilletal2008,39,False
642-166_correcttrue-1,642,166_correcttrue,mwaataknga,mʷ aː t a k n g a,,Greenhilletal2008,42,False
642-166_correcttrue-2,642,166_correcttrue,woswos,w o sʷ o s,,Greenhilletal2008,43,False
642-167_night-1,642,167_night,mwagap,mʷ a g a p,,Greenhilletal2008,,False
642-168_day-1,642,168_day,ran,r a n,,Greenhilletal2008,6,False
642-168_day-2,642,168_day,kubung,k u b u n g,,Greenhilletal2008,16,False
642-169_year-1,642,169_year,sika,s i k a,,Greenhilletal2008,29,False
642-169_year-2,642,169_year,dam,d a m,,Greenhilletal2008,30,False
642-16_intestines-1,642,16_intestines,sine-,s i n e +,,Greenhilletal2008,1,False
642-170_when-1,642,170_when,nangih,n a n g i h,,Greenhilletal2008,"1,43",False
642-171_tohide-1,642,171_tohide,en surak,e n # s u r a k,,Greenhilletal2008,6?,False
642-172_toclimb-1,642,172_toclimb,sak,s a k,,Greenhilletal2008,2,False
642-173_at-1,642,173_at,lee,l eː,,Greenhilletal2008,20,False
642-173_at-2,642,173_at,ili,i l i,,Greenhilletal2008,"1, 20",False
642-173_at-3,642,173_at,al,a l,,Greenhilletal2008,48,False
642-173_at-4,642,173_at,it,i t,,Greenhilletal2008,50,False
642-174_ininside-1,642,174_ininside,lee,l eː,,Greenhilletal2008,1,False
642-174_ininside-2,642,174_ininside,lele-,l e l e +,,Greenhilletal2008,1,False
642-175_above-1,642,175_above,mere,m e r e,,Greenhilletal2008,10,False
642-176_below-1,642,176_below,ta,t a,,Greenhilletal2008,,False
642-177_this-1,642,177_this,-ah,+ a h,,Greenhilletal2008,21,False
642-177_this-2,642,177_this,rong,r o n g,,Greenhilletal2008,20,False
642-178_that-1,642,178_that,-ih,+ i h,,Greenhilletal2008,9,False
642-179_near-1,642,179_near,saasari,s aː s a r i,,Greenhilletal2008,48,False
642-17_liver-1,642,17_liver,ide-,i d e +,,Greenhilletal2008,32,False
642-180_far-1,642,180_far,nawut,n a w u t,,Greenhilletal2008,85,False
642-181_where-1,642,181_where,al beh,a l # b e h,,Greenhilletal2008,3?,False
642-182_i-1,642,182_i,na-,n a +,,Greenhilletal2008,"1,21,22",False
642-183_thou-1,642,183_thou,ko-,k o +,,Greenhilletal2008,1,False
642-185_we-1,642,185_we,ta-,t a +,,Greenhilletal2008,1,False
642-185_we-2,642,185_we,kaa-,k aː +,,Greenhilletal2008,1,False
642-186_you-1,642,186_you,ko-...i,k o + + i,,Greenhilletal2008,,False
642-187_they-1,642,187_they,ra-,r a +,,Greenhilletal2008,"1, 70",False
642-188_what-1,642,188_what,amah,a m a h,,Greenhilletal2008,1,False
642-188_what-2,642,188_what,amanan,a m a n a n,,Greenhilletal2008,1,False
642-189_who-1,642,189_who,et,e t,,Greenhilletal2008,"62, 63",False
642-189_who-2,642,189_who,idan,i d a n,,Greenhilletal2008,"62, 63",True
642-18_breast-1,642,18_breast,susu-,s u s u +,,Greenhilletal2008,1,False
642-18_breast-2,642,18_breast,sisi-,s i s i +,,Greenhilletal2008,1,False
642-190_other-1,642,190_other,go,g o,,Greenhilletal2008,,False
642-190_other-2,642,190_other,nansa,n a n s a,,Greenhilletal2008,60?,False
642-191_all-1,642,191_all,sara,s a r a,,Greenhilletal2008,49,False
642-192_and-1,642,192_and,bi,b i,,Greenhilletal2008,,False
642-193_if-1,642,193_if,tugo,t u g o,,Greenhilletal2008,,False
642-194_how-1,642,194_how,nuhu,n u h u,,Greenhilletal2008,84,False
642-194_how-2,642,194_how,kap,k a p,,Greenhilletal2008,"58, 82, 83",False
642-195_nonot-1,642,195_nonot,tebu,t e b u,,Greenhilletal2008,57,False
642-195_nonot-2,642,195_nonot,ma ... nga,m a # + # n g a,,Greenhilletal2008,58,False
642-196_tocount-1,642,196_tocount,wulki,w u l k i,,Greenhilletal2008,1,False
642-196_tocount-2,642,196_tocount,bulki,b u l k i,,Greenhilletal2008,1,False
642-197_one-1,642,197_one,bwaleh,bʷ a l e h,,Greenhilletal2008,7,False
642-198_two-1,642,198_two,kairi,k a i r i,,Greenhilletal2008,1,False
642-199_three-1,642,199_three,kaitil,k a i t i l,,Greenhilletal2008,1,False
642-19_shoulder-1,642,19_shoulder,bwesaava-,bʷ e s aː v a +,,Greenhilletal2008,"65,87",False
642-1_hand-1,642,1_hand,lima-,l i m a +,,Greenhilletal2008,"1, 64",False
642-200_four-1,642,200_four,kaivas,k a i v a s,,Greenhilletal2008,"1,65",False
642-201_five-1,642,201_five,kailim,k a i l i m,,Greenhilletal2008,1,False
642-202_six-1,642,202_six,lapwaleh,l a pʷ a l e h,,Greenhilletal2008,15,False
642-203_seven-1,642,203_seven,laviri,l a v i r i,,Greenhilletal2008,13,False
642-204_eight-1,642,204_eight,laptil,l a p t i l,,Greenhilletal2008,"5,7",False
642-205_nine-1,642,205_nine,lavas,l a v a s,,Greenhilletal2008,20,False
642-206_ten-1,642,206_ten,sangwul,s a n gʷ u l,,Greenhilletal2008,5,False
642-207_twenty-1,642,207_twenty,ngawul kairi,n g a w u l # k a i r i,,Greenhilletal2008,9,False
642-209_onehundred-1,642,209_onehundred,wudelu,w u d e l u,,Greenhilletal2008,16,False
642-209_onehundred-2,642,209_onehundred,ngawul sangwul,n g a w u l # s a n gʷ u l,,Greenhilletal2008,17,False
